image_id,image_path,participant_id,source_dataset,split,label
img_001426,data/external/affectnet-dataset/train/angry/image0011180.jpg,img_001426,affectnet,test,angry
img_001427,data/external/affectnet-dataset/train/angry/image0011187.jpg,img_001427,affectnet,test,angry
img_001428,data/external/affectnet-dataset/train/angry/image0011216.jpg,img_001428,affectnet,care_dev,angry
img_001429,data/external/affectnet-dataset/train/angry/image0011254.jpg,img_001429,affectnet,train,angry
img_001430,data/external/affectnet-dataset/train/angry/image0011274.jpg,img_001430,affectnet,train,angry
img_001431,data/external/affectnet-dataset/train/angry/image0011280.jpg,img_001431,affectnet,test,angry
img_001432,data/external/affectnet-dataset/train/angry/image0011291.jpg,img_001432,affectnet,train,angry
img_001433,data/external/affectnet-dataset/train/angry/image0011342.jpg,img_001433,affectnet,care_dev,angry
img_001434,data/external/affectnet-dataset/train/angry/image0011356.jpg,img_001434,affectnet,train,angry
img_001435,data/external/affectnet-dataset/train/angry/image0011372.jpg,img_001435,affectnet,final_test,angry
img_001436,data/external/affectnet-dataset/train/angry/image0011375.jpg,img_001436,affectnet,train,angry
img_001437,data/external/affectnet-dataset/train/angry/image0011404.jpg,img_001437,affectnet,val,angry
img_001438,data/external/affectnet-dataset/train/angry/image0011417.jpg,img_001438,affectnet,train,angry
img_001439,data/external/affectnet-dataset/train/angry/image0011488.jpg,img_001439,affectnet,train,angry
img_001440,data/external/affectnet-dataset/train/angry/image0011569.jpg,img_001440,affectnet,train,angry
img_001441,data/external/affectnet-dataset/train/angry/image0011575.jpg,img_001441,affectnet,train,angry
img_001442,data/external/affectnet-dataset/train/angry/image0011595.jpg,img_001442,affectnet,val,angry
img_001443,data/external/affectnet-dataset/train/angry/image0011725.jpg,img_001443,affectnet,final_test,angry
img_001444,data/external/affectnet-dataset/train/angry/image0011726.jpg,img_001444,affectnet,test,angry
img_001445,data/external/affectnet-dataset/train/angry/image0011757.jpg,img_001445,affectnet,test,angry
img_001446,data/external/affectnet-dataset/train/angry/image0011770.jpg,img_001446,affectnet,train,angry
img_001447,data/external/affectnet-dataset/train/angry/image0011790.jpg,img_001447,affectnet,care_dev,angry
img_001448,data/external/affectnet-dataset/train/angry/image0011813.jpg,img_001448,affectnet,final_test,angry
img_001449,data/external/affectnet-dataset/train/angry/image0011831.jpg,img_001449,affectnet,final_test,angry
img_001450,data/external/affectnet-dataset/train/angry/image0011869.jpg,img_001450,affectnet,test,angry
img_001451,data/external/affectnet-dataset/train/angry/image0011953.jpg,img_001451,affectnet,train,angry
img_001452,data/external/affectnet-dataset/train/angry/image0011974.jpg,img_001452,affectnet,train,angry
img_001453,data/external/affectnet-dataset/train/angry/image0012073.jpg,img_001453,affectnet,train,angry
img_001454,data/external/affectnet-dataset/train/angry/image0012085.jpg,img_001454,affectnet,care_dev,angry
img_001455,data/external/affectnet-dataset/train/angry/image0012090.jpg,img_001455,affectnet,test,angry
img_001456,data/external/affectnet-dataset/train/angry/image0012107.jpg,img_001456,affectnet,train,angry
img_001457,data/external/affectnet-dataset/train/angry/image0012111.jpg,img_001457,affectnet,train,angry
img_001458,data/external/affectnet-dataset/train/angry/image0012173.jpg,img_001458,affectnet,care_dev,angry
img_001459,data/external/affectnet-dataset/train/angry/image0012225.jpg,img_001459,affectnet,test,angry
img_001460,data/external/affectnet-dataset/train/angry/image0012235.jpg,img_001460,affectnet,train,angry
img_001461,data/external/affectnet-dataset/train/angry/image0012273.jpg,img_001461,affectnet,train,angry
img_001462,data/external/affectnet-dataset/train/angry/image0012281.jpg,img_001462,affectnet,train,angry
img_001463,data/external/affectnet-dataset/train/angry/image0012310.jpg,img_001463,affectnet,care_dev,angry
img_001464,data/external/affectnet-dataset/train/angry/image0012314.jpg,img_001464,affectnet,val,angry
img_001465,data/external/affectnet-dataset/train/angry/image0012319.jpg,img_001465,affectnet,train,angry
img_001466,data/external/affectnet-dataset/train/angry/image0012330.jpg,img_001466,affectnet,final_test,angry
img_001467,data/external/affectnet-dataset/train/angry/image0012331.jpg,img_001467,affectnet,test,angry
img_001468,data/external/affectnet-dataset/train/angry/image0012357.jpg,img_001468,affectnet,val,angry
img_001469,data/external/affectnet-dataset/train/angry/image0012360.jpg,img_001469,affectnet,train,angry
img_001470,data/external/affectnet-dataset/train/angry/image0012365.jpg,img_001470,affectnet,val,angry
img_001471,data/external/affectnet-dataset/train/angry/image0012379.jpg,img_001471,affectnet,train,angry
img_001472,data/external/affectnet-dataset/train/angry/image0012384.jpg,img_001472,affectnet,train,angry
img_001473,data/external/affectnet-dataset/train/angry/image0012395.jpg,img_001473,affectnet,val,angry
img_001474,data/external/affectnet-dataset/train/angry/image0012406.jpg,img_001474,affectnet,val,angry
img_001475,data/external/affectnet-dataset/train/angry/image0012408.jpg,img_001475,affectnet,care_dev,angry
img_001476,data/external/affectnet-dataset/train/angry/image0012429.jpg,img_001476,affectnet,care_dev,angry
img_001477,data/external/affectnet-dataset/train/angry/image0012443.jpg,img_001477,affectnet,train,angry
img_001478,data/external/affectnet-dataset/train/angry/image0012453.jpg,img_001478,affectnet,care_dev,angry
img_001479,data/external/affectnet-dataset/train/angry/image0012456.jpg,img_001479,affectnet,final_test,angry
img_001480,data/external/affectnet-dataset/train/angry/image0012464.jpg,img_001480,affectnet,care_dev,angry
img_001481,data/external/affectnet-dataset/train/angry/image0012473.jpg,img_001481,affectnet,final_test,angry
img_001482,data/external/affectnet-dataset/train/angry/image0012485.jpg,img_001482,affectnet,test,angry
img_001483,data/external/affectnet-dataset/train/angry/image0012539.jpg,img_001483,affectnet,test,angry
img_001484,data/external/affectnet-dataset/train/angry/image0012582.jpg,img_001484,affectnet,train,angry
img_001485,data/external/affectnet-dataset/train/angry/image0012588.jpg,img_001485,affectnet,final_test,angry
img_001486,data/external/affectnet-dataset/train/angry/image0012639.jpg,img_001486,affectnet,train,angry
img_001487,data/external/affectnet-dataset/train/angry/image0012663.jpg,img_001487,affectnet,final_test,angry
img_001488,data/external/affectnet-dataset/train/angry/image0012673.jpg,img_001488,affectnet,train,angry
img_001489,data/external/affectnet-dataset/train/angry/image0012695.jpg,img_001489,affectnet,care_dev,angry
img_001490,data/external/affectnet-dataset/train/angry/image0012707.jpg,img_001490,affectnet,test,angry
img_001491,data/external/affectnet-dataset/train/angry/image0012737.jpg,img_001491,affectnet,val,angry
img_001492,data/external/affectnet-dataset/train/angry/image0012763.jpg,img_001492,affectnet,train,angry
img_001493,data/external/affectnet-dataset/train/angry/image0012821.jpg,img_001493,affectnet,train,angry
img_001494,data/external/affectnet-dataset/train/angry/image0012853.jpg,img_001494,affectnet,train,angry
img_001495,data/external/affectnet-dataset/train/angry/image0012885.jpg,img_001495,affectnet,train,angry
img_001496,data/external/affectnet-dataset/train/angry/image0012908.jpg,img_001496,affectnet,train,angry
img_001497,data/external/affectnet-dataset/train/angry/image0012928.jpg,img_001497,affectnet,train,angry
img_001498,data/external/affectnet-dataset/train/angry/image0012944.jpg,img_001498,affectnet,care_dev,angry
img_001499,data/external/affectnet-dataset/train/angry/image0013006.jpg,img_001499,affectnet,val,angry
img_001500,data/external/affectnet-dataset/train/angry/image0013009.jpg,img_001500,affectnet,final_test,angry
img_001501,data/external/affectnet-dataset/train/angry/image0013065.jpg,img_001501,affectnet,test,angry
img_001502,data/external/affectnet-dataset/train/angry/image0013072.jpg,img_001502,affectnet,care_dev,angry
img_001503,data/external/affectnet-dataset/train/angry/image0013078.jpg,img_001503,affectnet,train,angry
img_001504,data/external/affectnet-dataset/train/angry/image0013083.jpg,img_001504,affectnet,train,angry
img_001505,data/external/affectnet-dataset/train/angry/image0013090.jpg,img_001505,affectnet,train,angry
img_001506,data/external/affectnet-dataset/train/angry/image0013102.jpg,img_001506,affectnet,final_test,angry
img_001507,data/external/affectnet-dataset/train/angry/image0013106.jpg,img_001507,affectnet,care_dev,angry
img_001508,data/external/affectnet-dataset/train/angry/image0013165.jpg,img_001508,affectnet,final_test,angry
img_001509,data/external/affectnet-dataset/train/angry/image0013175.jpg,img_001509,affectnet,final_test,angry
img_001510,data/external/affectnet-dataset/train/angry/image0013193.jpg,img_001510,affectnet,train,angry
img_001511,data/external/affectnet-dataset/train/angry/image0013203.jpg,img_001511,affectnet,test,angry
img_001512,data/external/affectnet-dataset/train/angry/image0013205.jpg,img_001512,affectnet,train,angry
img_001513,data/external/affectnet-dataset/train/angry/image0013240.jpg,img_001513,affectnet,final_test,angry
img_001514,data/external/affectnet-dataset/train/angry/image0013247.jpg,img_001514,affectnet,final_test,angry
img_001515,data/external/affectnet-dataset/train/angry/image0013248.jpg,img_001515,affectnet,train,angry
img_001516,data/external/affectnet-dataset/train/angry/image0013259.jpg,img_001516,affectnet,final_test,angry
img_001517,data/external/affectnet-dataset/train/angry/image0013279.jpg,img_001517,affectnet,care_dev,angry
img_001518,data/external/affectnet-dataset/train/angry/image0013312.jpg,img_001518,affectnet,val,angry
img_001519,data/external/affectnet-dataset/train/angry/image0013322.jpg,img_001519,affectnet,test,angry
img_001520,data/external/affectnet-dataset/train/angry/image0013326.jpg,img_001520,affectnet,train,angry
img_001521,data/external/affectnet-dataset/train/angry/image0013343.jpg,img_001521,affectnet,care_dev,angry
img_001522,data/external/affectnet-dataset/train/angry/image0013349.jpg,img_001522,affectnet,care_dev,angry
img_001523,data/external/affectnet-dataset/train/angry/image0013356.jpg,img_001523,affectnet,care_dev,angry
img_001524,data/external/affectnet-dataset/train/angry/image0013358.jpg,img_001524,affectnet,care_dev,angry
img_001525,data/external/affectnet-dataset/train/angry/image0013378.jpg,img_001525,affectnet,final_test,angry
img_001526,data/external/affectnet-dataset/train/angry/image0013385.jpg,img_001526,affectnet,test,angry
img_001527,data/external/affectnet-dataset/train/angry/image0013395.jpg,img_001527,affectnet,final_test,angry
img_001528,data/external/affectnet-dataset/train/angry/image0013449.jpg,img_001528,affectnet,final_test,angry
img_001529,data/external/affectnet-dataset/train/angry/image0013455.jpg,img_001529,affectnet,final_test,angry
img_001530,data/external/affectnet-dataset/train/angry/image0013462.jpg,img_001530,affectnet,val,angry
img_001531,data/external/affectnet-dataset/train/angry/image0013481.jpg,img_001531,affectnet,final_test,angry
img_001532,data/external/affectnet-dataset/train/angry/image0013485.jpg,img_001532,affectnet,final_test,angry
img_001533,data/external/affectnet-dataset/train/angry/image0013486.jpg,img_001533,affectnet,final_test,angry
img_001534,data/external/affectnet-dataset/train/angry/image0013550.jpg,img_001534,affectnet,care_dev,angry
img_001535,data/external/affectnet-dataset/train/angry/image0013588.jpg,img_001535,affectnet,final_test,angry
img_001536,data/external/affectnet-dataset/train/angry/image0013597.jpg,img_001536,affectnet,care_dev,angry
img_001537,data/external/affectnet-dataset/train/angry/image0013615.jpg,img_001537,affectnet,care_dev,angry
img_001538,data/external/affectnet-dataset/train/angry/image0013638.jpg,img_001538,affectnet,test,angry
img_001539,data/external/affectnet-dataset/train/angry/image0013642.jpg,img_001539,affectnet,train,angry
img_001540,data/external/affectnet-dataset/train/angry/image0013666.jpg,img_001540,affectnet,care_dev,angry
img_001541,data/external/affectnet-dataset/train/angry/image0013692.jpg,img_001541,affectnet,final_test,angry
img_001542,data/external/affectnet-dataset/train/angry/image0013697.jpg,img_001542,affectnet,care_dev,angry
img_001543,data/external/affectnet-dataset/train/angry/image0013705.jpg,img_001543,affectnet,train,angry
img_001544,data/external/affectnet-dataset/train/angry/image0013733.jpg,img_001544,affectnet,test,angry
img_001545,data/external/affectnet-dataset/train/angry/image0013740.jpg,img_001545,affectnet,final_test,angry
img_001546,data/external/affectnet-dataset/train/angry/image0013743.jpg,img_001546,affectnet,final_test,angry
img_001547,data/external/affectnet-dataset/train/angry/image0013747.jpg,img_001547,affectnet,train,angry
img_001548,data/external/affectnet-dataset/train/angry/image0013752.jpg,img_001548,affectnet,final_test,angry
img_001549,data/external/affectnet-dataset/train/angry/image0013790.jpg,img_001549,affectnet,final_test,angry
img_001550,data/external/affectnet-dataset/train/angry/image0013804.jpg,img_001550,affectnet,final_test,angry
img_001551,data/external/affectnet-dataset/train/angry/image0013824.jpg,img_001551,affectnet,final_test,angry
img_001552,data/external/affectnet-dataset/train/angry/image0013835.jpg,img_001552,affectnet,train,angry
img_001553,data/external/affectnet-dataset/train/angry/image0013853.jpg,img_001553,affectnet,final_test,angry
img_001554,data/external/affectnet-dataset/train/angry/image0013857.jpg,img_001554,affectnet,final_test,angry
img_001555,data/external/affectnet-dataset/train/angry/image0013864.jpg,img_001555,affectnet,care_dev,angry
img_001556,data/external/affectnet-dataset/train/angry/image0013875.jpg,img_001556,affectnet,test,angry
img_001557,data/external/affectnet-dataset/train/angry/image0013877.jpg,img_001557,affectnet,final_test,angry
img_001558,data/external/affectnet-dataset/train/angry/image0013888.jpg,img_001558,affectnet,val,angry
img_001559,data/external/affectnet-dataset/train/angry/image0013899.jpg,img_001559,affectnet,train,angry
img_001560,data/external/affectnet-dataset/train/angry/image0013912.jpg,img_001560,affectnet,test,angry
img_001561,data/external/affectnet-dataset/train/angry/image0013929.jpg,img_001561,affectnet,care_dev,angry
img_001562,data/external/affectnet-dataset/train/angry/image0013937.jpg,img_001562,affectnet,final_test,angry
img_001563,data/external/affectnet-dataset/train/angry/image0013974.jpg,img_001563,affectnet,care_dev,angry
img_001564,data/external/affectnet-dataset/train/angry/image0013986.jpg,img_001564,affectnet,care_dev,angry
img_001565,data/external/affectnet-dataset/train/angry/image0013998.jpg,img_001565,affectnet,final_test,angry
img_001566,data/external/affectnet-dataset/train/angry/image0014003.jpg,img_001566,affectnet,final_test,angry
img_001567,data/external/affectnet-dataset/train/angry/image0014009.jpg,img_001567,affectnet,train,angry
img_001568,data/external/affectnet-dataset/train/angry/image0014011.jpg,img_001568,affectnet,care_dev,angry
img_001569,data/external/affectnet-dataset/train/angry/image0014033.jpg,img_001569,affectnet,val,angry
img_001570,data/external/affectnet-dataset/train/angry/image0014035.jpg,img_001570,affectnet,final_test,angry
img_001571,data/external/affectnet-dataset/train/angry/image0014041.jpg,img_001571,affectnet,train,angry
img_001572,data/external/affectnet-dataset/train/angry/image0014157.jpg,img_001572,affectnet,test,angry
img_001573,data/external/affectnet-dataset/train/angry/image0014195.jpg,img_001573,affectnet,final_test,angry
img_001574,data/external/affectnet-dataset/train/angry/image0014239.jpg,img_001574,affectnet,final_test,angry
img_001575,data/external/affectnet-dataset/train/angry/image0014242.jpg,img_001575,affectnet,train,angry
img_001576,data/external/affectnet-dataset/train/angry/image0014249.jpg,img_001576,affectnet,test,angry
img_001577,data/external/affectnet-dataset/train/angry/image0014258.jpg,img_001577,affectnet,final_test,angry
img_001578,data/external/affectnet-dataset/train/angry/image0014268.jpg,img_001578,affectnet,test,angry
img_001579,data/external/affectnet-dataset/train/angry/image0014283.jpg,img_001579,affectnet,final_test,angry
img_001580,data/external/affectnet-dataset/train/angry/image0014315.jpg,img_001580,affectnet,final_test,angry
img_001581,data/external/affectnet-dataset/train/angry/image0014316.jpg,img_001581,affectnet,care_dev,angry
img_001582,data/external/affectnet-dataset/train/angry/image0014336.jpg,img_001582,affectnet,test,angry
img_001583,data/external/affectnet-dataset/train/angry/image0014354.jpg,img_001583,affectnet,train,angry
img_001584,data/external/affectnet-dataset/train/angry/image0014386.jpg,img_001584,affectnet,train,angry
img_001585,data/external/affectnet-dataset/train/angry/image0014389.jpg,img_001585,affectnet,final_test,angry
img_001586,data/external/affectnet-dataset/train/angry/image0014428.jpg,img_001586,affectnet,test,angry
img_001587,data/external/affectnet-dataset/train/angry/image0014433.jpg,img_001587,affectnet,train,angry
img_001588,data/external/affectnet-dataset/train/angry/image0014439.jpg,img_001588,affectnet,train,angry
img_001589,data/external/affectnet-dataset/train/angry/image0014453.jpg,img_001589,affectnet,val,angry
img_001590,data/external/affectnet-dataset/train/angry/image0014461.jpg,img_001590,affectnet,test,angry
img_001591,data/external/affectnet-dataset/train/angry/image0014466.jpg,img_001591,affectnet,care_dev,angry
img_001592,data/external/affectnet-dataset/train/angry/image0014479.jpg,img_001592,affectnet,care_dev,angry
img_001593,data/external/affectnet-dataset/train/angry/image0014489.jpg,img_001593,affectnet,test,angry
img_001594,data/external/affectnet-dataset/train/angry/image0014497.jpg,img_001594,affectnet,test,angry
img_001595,data/external/affectnet-dataset/train/angry/image0014510.jpg,img_001595,affectnet,final_test,angry
img_001596,data/external/affectnet-dataset/train/angry/image0014515.jpg,img_001596,affectnet,final_test,angry
img_001597,data/external/affectnet-dataset/train/angry/image0014526.jpg,img_001597,affectnet,final_test,angry
img_001598,data/external/affectnet-dataset/train/angry/image0014577.jpg,img_001598,affectnet,train,angry
img_001599,data/external/affectnet-dataset/train/angry/image0014607.jpg,img_001599,affectnet,train,angry
img_001600,data/external/affectnet-dataset/train/angry/image0014642.jpg,img_001600,affectnet,val,angry
img_001601,data/external/affectnet-dataset/train/angry/image0014645.jpg,img_001601,affectnet,care_dev,angry
img_001602,data/external/affectnet-dataset/train/angry/image0014650.jpg,img_001602,affectnet,train,angry
img_001603,data/external/affectnet-dataset/train/angry/image0014651.jpg,img_001603,affectnet,final_test,angry
img_001604,data/external/affectnet-dataset/train/angry/image0014674.jpg,img_001604,affectnet,test,angry
img_001605,data/external/affectnet-dataset/train/angry/image0014681.jpg,img_001605,affectnet,train,angry
img_001606,data/external/affectnet-dataset/train/angry/image0014720.jpg,img_001606,affectnet,train,angry
img_001607,data/external/affectnet-dataset/train/angry/image0014769.jpg,img_001607,affectnet,train,angry
img_001608,data/external/affectnet-dataset/train/angry/image0014776.jpg,img_001608,affectnet,care_dev,angry
img_001609,data/external/affectnet-dataset/train/angry/image0014792.jpg,img_001609,affectnet,train,angry
img_001610,data/external/affectnet-dataset/train/angry/image0014798.jpg,img_001610,affectnet,train,angry
img_001611,data/external/affectnet-dataset/train/angry/image0014802.jpg,img_001611,affectnet,final_test,angry
img_001612,data/external/affectnet-dataset/train/angry/image0014804.jpg,img_001612,affectnet,test,angry
img_001613,data/external/affectnet-dataset/train/angry/image0014847.jpg,img_001613,affectnet,test,angry
img_001614,data/external/affectnet-dataset/train/angry/image0014881.jpg,img_001614,affectnet,train,angry
img_001615,data/external/affectnet-dataset/train/angry/image0014893.jpg,img_001615,affectnet,test,angry
img_001616,data/external/affectnet-dataset/train/angry/image0014896.jpg,img_001616,affectnet,test,angry
img_001617,data/external/affectnet-dataset/train/angry/image0014923.jpg,img_001617,affectnet,final_test,angry
img_001618,data/external/affectnet-dataset/train/angry/image0014952.jpg,img_001618,affectnet,train,angry
img_001619,data/external/affectnet-dataset/train/angry/image0014988.jpg,img_001619,affectnet,train,angry
img_001620,data/external/affectnet-dataset/train/angry/image0015006.jpg,img_001620,affectnet,test,angry
img_001621,data/external/affectnet-dataset/train/angry/image0015025.jpg,img_001621,affectnet,train,angry
img_001622,data/external/affectnet-dataset/train/angry/image0015048.jpg,img_001622,affectnet,final_test,angry
img_001623,data/external/affectnet-dataset/train/angry/image0015053.jpg,img_001623,affectnet,test,angry
img_001624,data/external/affectnet-dataset/train/angry/image0015067.jpg,img_001624,affectnet,final_test,angry
img_001625,data/external/affectnet-dataset/train/angry/image0015074.jpg,img_001625,affectnet,train,angry
img_001626,data/external/affectnet-dataset/train/angry/image0015076.jpg,img_001626,affectnet,care_dev,angry
img_001627,data/external/affectnet-dataset/train/angry/image0015095.jpg,img_001627,affectnet,final_test,angry
img_001628,data/external/affectnet-dataset/train/angry/image0015102.jpg,img_001628,affectnet,train,angry
img_001629,data/external/affectnet-dataset/train/angry/image0015108.jpg,img_001629,affectnet,val,angry
img_001630,data/external/affectnet-dataset/train/angry/image0015112.jpg,img_001630,affectnet,care_dev,angry
img_001631,data/external/affectnet-dataset/train/angry/image0015137.jpg,img_001631,affectnet,final_test,angry
img_001632,data/external/affectnet-dataset/train/angry/image0015157.jpg,img_001632,affectnet,care_dev,angry
img_001633,data/external/affectnet-dataset/train/angry/image0015162.jpg,img_001633,affectnet,val,angry
img_001634,data/external/affectnet-dataset/train/angry/image0015183.jpg,img_001634,affectnet,final_test,angry
img_001635,data/external/affectnet-dataset/train/angry/image0015203.jpg,img_001635,affectnet,care_dev,angry
img_001636,data/external/affectnet-dataset/train/angry/image0015214.jpg,img_001636,affectnet,train,angry
img_001637,data/external/affectnet-dataset/train/angry/image0015215.jpg,img_001637,affectnet,val,angry
img_001638,data/external/affectnet-dataset/train/angry/image0015244.jpg,img_001638,affectnet,train,angry
img_001639,data/external/affectnet-dataset/train/angry/image0015247.jpg,img_001639,affectnet,care_dev,angry
img_001640,data/external/affectnet-dataset/train/angry/image0015250.jpg,img_001640,affectnet,train,angry
img_001641,data/external/affectnet-dataset/train/angry/image0015257.jpg,img_001641,affectnet,care_dev,angry
img_001642,data/external/affectnet-dataset/train/angry/image0015342.jpg,img_001642,affectnet,care_dev,angry
img_001643,data/external/affectnet-dataset/train/angry/image0015377.jpg,img_001643,affectnet,test,angry
img_001644,data/external/affectnet-dataset/train/angry/image0015380.jpg,img_001644,affectnet,train,angry
img_001645,data/external/affectnet-dataset/train/angry/image0015408.jpg,img_001645,affectnet,care_dev,angry
img_001646,data/external/affectnet-dataset/train/angry/image0015417.jpg,img_001646,affectnet,val,angry
img_001647,data/external/affectnet-dataset/train/angry/image0015464.jpg,img_001647,affectnet,train,angry
img_001648,data/external/affectnet-dataset/train/angry/image0015492.jpg,img_001648,affectnet,train,angry
img_001649,data/external/affectnet-dataset/train/angry/image0015508.jpg,img_001649,affectnet,test,angry
img_001650,data/external/affectnet-dataset/train/angry/image0015512.jpg,img_001650,affectnet,final_test,angry
img_001651,data/external/affectnet-dataset/train/angry/image0015518.jpg,img_001651,affectnet,train,angry
img_001652,data/external/affectnet-dataset/train/angry/image0015536.jpg,img_001652,affectnet,train,angry
img_001653,data/external/affectnet-dataset/train/angry/image0015541.jpg,img_001653,affectnet,test,angry
img_001654,data/external/affectnet-dataset/train/angry/image0015556.jpg,img_001654,affectnet,care_dev,angry
img_001655,data/external/affectnet-dataset/train/angry/image0015557.jpg,img_001655,affectnet,test,angry
img_001656,data/external/affectnet-dataset/train/angry/image0015559.jpg,img_001656,affectnet,val,angry
img_001657,data/external/affectnet-dataset/train/angry/image0015630.jpg,img_001657,affectnet,final_test,angry
img_001658,data/external/affectnet-dataset/train/angry/image0015635.jpg,img_001658,affectnet,care_dev,angry
img_001659,data/external/affectnet-dataset/train/angry/image0015639.jpg,img_001659,affectnet,final_test,angry
img_001660,data/external/affectnet-dataset/train/angry/image0015648.jpg,img_001660,affectnet,train,angry
img_001661,data/external/affectnet-dataset/train/angry/image0015666.jpg,img_001661,affectnet,train,angry
img_001662,data/external/affectnet-dataset/train/angry/image0015675.jpg,img_001662,affectnet,final_test,angry
img_001663,data/external/affectnet-dataset/train/angry/image0015682.jpg,img_001663,affectnet,test,angry
img_001664,data/external/affectnet-dataset/train/angry/image0015683.jpg,img_001664,affectnet,train,angry
img_001665,data/external/affectnet-dataset/train/angry/image0015700.jpg,img_001665,affectnet,train,angry
img_001666,data/external/affectnet-dataset/train/angry/image0015727.jpg,img_001666,affectnet,train,angry
img_001667,data/external/affectnet-dataset/train/angry/image0015751.jpg,img_001667,affectnet,train,angry
img_001668,data/external/affectnet-dataset/train/angry/image0015793.jpg,img_001668,affectnet,care_dev,angry
img_001669,data/external/affectnet-dataset/train/angry/image0015798.jpg,img_001669,affectnet,train,angry
img_001670,data/external/affectnet-dataset/train/angry/image0015801.jpg,img_001670,affectnet,final_test,angry
img_001671,data/external/affectnet-dataset/train/angry/image0015819.jpg,img_001671,affectnet,val,angry
img_001672,data/external/affectnet-dataset/train/angry/image0015824.jpg,img_001672,affectnet,train,angry
img_001673,data/external/affectnet-dataset/train/angry/image0015858.jpg,img_001673,affectnet,final_test,angry
img_001674,data/external/affectnet-dataset/train/angry/image0015865.jpg,img_001674,affectnet,test,angry
img_001675,data/external/affectnet-dataset/train/angry/image0015870.jpg,img_001675,affectnet,final_test,angry
img_001676,data/external/affectnet-dataset/train/angry/image0015879.jpg,img_001676,affectnet,test,angry
img_001677,data/external/affectnet-dataset/train/angry/image0015888.jpg,img_001677,affectnet,test,angry
img_001678,data/external/affectnet-dataset/train/angry/image0015921.jpg,img_001678,affectnet,train,angry
img_001679,data/external/affectnet-dataset/train/angry/image0015957.jpg,img_001679,affectnet,test,angry
img_001680,data/external/affectnet-dataset/train/angry/image0015968.jpg,img_001680,affectnet,final_test,angry
img_001681,data/external/affectnet-dataset/train/angry/image0016000.jpg,img_001681,affectnet,test,angry
img_001682,data/external/affectnet-dataset/train/angry/image0016042.jpg,img_001682,affectnet,test,angry
img_001683,data/external/affectnet-dataset/train/angry/image0016055.jpg,img_001683,affectnet,final_test,angry
img_001684,data/external/affectnet-dataset/train/angry/image0016058.jpg,img_001684,affectnet,test,angry
img_001685,data/external/affectnet-dataset/train/angry/image0016062.jpg,img_001685,affectnet,train,angry
img_001686,data/external/affectnet-dataset/train/angry/image0016098.jpg,img_001686,affectnet,val,angry
img_001687,data/external/affectnet-dataset/train/angry/image0016125.jpg,img_001687,affectnet,train,angry
img_001688,data/external/affectnet-dataset/train/angry/image0016126.jpg,img_001688,affectnet,test,angry
img_001689,data/external/affectnet-dataset/train/angry/image0016157.jpg,img_001689,affectnet,train,angry
img_001690,data/external/affectnet-dataset/train/angry/image0016172.jpg,img_001690,affectnet,train,angry
img_001691,data/external/affectnet-dataset/train/angry/image0016173.jpg,img_001691,affectnet,train,angry
img_001692,data/external/affectnet-dataset/train/angry/image0016197.jpg,img_001692,affectnet,train,angry
img_001693,data/external/affectnet-dataset/train/angry/image0016207.jpg,img_001693,affectnet,test,angry
img_001694,data/external/affectnet-dataset/train/angry/image0016252.jpg,img_001694,affectnet,val,angry
img_001695,data/external/affectnet-dataset/train/angry/image0016260.jpg,img_001695,affectnet,val,angry
img_001696,data/external/affectnet-dataset/train/angry/image0016263.jpg,img_001696,affectnet,train,angry
img_001697,data/external/affectnet-dataset/train/angry/image0016293.jpg,img_001697,affectnet,train,angry
img_001698,data/external/affectnet-dataset/train/angry/image0016317.jpg,img_001698,affectnet,final_test,angry
img_001699,data/external/affectnet-dataset/train/angry/image0016320.jpg,img_001699,affectnet,train,angry
img_001700,data/external/affectnet-dataset/train/angry/image0016323.jpg,img_001700,affectnet,train,angry
img_001701,data/external/affectnet-dataset/train/angry/image0016330.jpg,img_001701,affectnet,care_dev,angry
img_001702,data/external/affectnet-dataset/train/angry/image0016351.jpg,img_001702,affectnet,train,angry
img_001703,data/external/affectnet-dataset/train/angry/image0016378.jpg,img_001703,affectnet,train,angry
img_001704,data/external/affectnet-dataset/train/angry/image0016394.jpg,img_001704,affectnet,test,angry
img_001705,data/external/affectnet-dataset/train/angry/image0016403.jpg,img_001705,affectnet,train,angry
img_001706,data/external/affectnet-dataset/train/angry/image0016442.jpg,img_001706,affectnet,test,angry
img_001707,data/external/affectnet-dataset/train/angry/image0016451.jpg,img_001707,affectnet,train,angry
img_001708,data/external/affectnet-dataset/train/angry/image0016527.jpg,img_001708,affectnet,val,angry
img_001709,data/external/affectnet-dataset/train/angry/image0016551.jpg,img_001709,affectnet,test,angry
img_001710,data/external/affectnet-dataset/train/angry/image0016558.jpg,img_001710,affectnet,final_test,angry
img_001711,data/external/affectnet-dataset/train/angry/image0016565.jpg,img_001711,affectnet,train,angry
img_001712,data/external/affectnet-dataset/train/angry/image0016575.jpg,img_001712,affectnet,train,angry
img_001713,data/external/affectnet-dataset/train/angry/image0016608.jpg,img_001713,affectnet,train,angry
img_001714,data/external/affectnet-dataset/train/angry/image0016612.jpg,img_001714,affectnet,test,angry
img_001715,data/external/affectnet-dataset/train/angry/image0016640.jpg,img_001715,affectnet,train,angry
img_001716,data/external/affectnet-dataset/train/angry/image0016648.jpg,img_001716,affectnet,train,angry
